id,clave,name,nacionalidad,designador_iata,linea_ferrea,clavetransporte_id/id
cfd_mx_traslado.cartaporte_estaciones_EA511,EA511,Birmingham,Reino Unido,BHX,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA512,EA512,Bournemouth,Reino Unido,BOH,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA513,EA513,Bristol,Reino Unido,BRS,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA514,EA514,Cardiff,Reino Unido,CWL,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA515,EA515,Doncaster Sheffield,Reino Unido,DSA,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA516,EA516,Edinburgh,Reino Unido,EDI,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA517,EA517,East Midlands,Reino Unido,EMA,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA518,EA518,Exeter,Reino Unido,EXT,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA519,EA519,Abbotsinch,Reino Unido,GLA,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA520,EA520,Leeds Bradford,Reino Unido,LBA,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA521,EA521,London City,Reino Unido,LCY,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA522,EA522,Gatwick,Reino Unido,LGW,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA523,EA523,Heathrow,Reino Unido,LHR,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA524,EA524,Raf Lakenheath,Reino Unido,LKZ,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA525,EA525,Ringway,Reino Unido,MAN,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA526,EA526,Newcastle,Reino Unido,NCL,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA527,EA527,Providenciales,Reino Unido,PLS,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA528,EA528,Stansted,Reino Unido,STN,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA529,EA529,Vaclav Havel,Republica Checa,PRG,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA530,EA530,Incheon,Republica de Corea,ICN,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA531,EA531,Samana El Catey,Republica Dominicana,AZS,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA532,EA532,Casa De Campo,Republica Dominicana,LRM,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA533,EA533,Gregorio Luperón,Republica Dominicana,POP,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA534,EA534,Punta Cana,Republica Dominicana,PUJ,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA535,EA535,Las Américas,Republica Dominicana,SDQ,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA536,EA536,Domodedovo,Rusia,DME,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA537,EA537,Pulkovo,Rusia,LED,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA538,EA538,Sheremetyevo,Rusia,SVO,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA539,EA539,Vnukovo,Rusia,VKO,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA540,EA540,O.R. Tambo,Sudáfrica,JNB,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA541,EA541,Arlanda,Suecia,ARN,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA542,EA542,Landvetter,Suecia,GOT,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA543,EA543,Kalmar,Suecia,KLR,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA544,EA544,Kallax,Suecia,LLA,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA545,EA545,Kungsängen,Suecia,NRK,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA546,EA546,Umeå,Suecia,UME,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA547,EA547,Zürich-Kloten,Suiza,ZRH,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA548,EA548,Tainan,Taiwán,TNN,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA549,EA549,Piarco International,Trinidad y Tobago,POS,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA550,EA550,Carrasco/General Cesareo L. Berisso,Uruguay,MVD,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA551,EA551,General Jose Antonio Anzoátegui,Venezuela,BLA,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA552,EA552,Jacinto Lara,Venezuela,BRM,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA553,EA553,Simón Bolívar,Venezuela,CCS,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA554,EA554,Josefa Camejo,Venezuela,LSP,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA555,EA555,La Chinita,Venezuela,MAR,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA556,EA556,Santiago Mariño,Venezuela,PMV,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA557,EA557,General Manuel Carlos Piar,Venezuela,PZO,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA558,EA558,Las Flecheras,Venezuela,SFD,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA559,EA559,Juan Pablo Perez Alfonso,Venezuela,VIG,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA560,EA560,Arturo Michelena International,Venezuela,VLN,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EA561,EA561,Extranjera,Extranjera,1Y,,cartaporte_clavetransporte_03
cfd_mx_traslado.cartaporte_estaciones_EF001,EF001,Pantaco,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF002,EF002,Valle de México,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF003,EF003,Tlalnepantla,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF004,EF004,Lechería,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF005,EF005,Cuautitlán,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF006,EF006,Teoloyucan,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF007,EF007,Huehuetoca,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF008,EF008,El Salto,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF009,EF009,Dorantes,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF010,EF010,Cruz Azul,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF011,EF011,Tolteca,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF012,EF012,Tula,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF013,EF013,San Juan del Rio,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF014,EF014,Coachiti,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF015,EF015,El Tunal,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF016,EF016,Apaseo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF017,EF017,Celaya,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF018,EF018,Crespo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF019,EF019,Cortázar,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF020,EF020,Villagrán,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF021,EF021,Molino Sarabia,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF022,EF022,Univex,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF023,EF023,Salamanca,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF024,EF024,Chico,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF025,EF025,Irapuato,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF026,EF026,Arandas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF027,EF027,Copalillo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF028,EF028,Vieyra,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF029,EF029,Villalobos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF030,EF030,Pico de Oro,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF031,EF031,El Cerrito,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF032,EF032,Silao,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF033,EF033,Nápoles,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF034,EF034,Trinidad,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF035,EF035,León,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF036,EF036,La Mora,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF037,EF037,El Potrerito,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF038,EF038,San Francisco del Rincón,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF039,EF039,Guanajal,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF040,EF040,San Bartolo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF041,EF041,Pedrito,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF042,EF042,Carolina,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF043,EF043,Corral Blanco,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF044,EF044,Loma,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF045,EF045,Lagos de Moreno,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF046,EF046,Mira,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF047,EF047,Los Salas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF048,EF048,Placa KM. A-503,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF049,EF049,Castro,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF050,EF050,Doble,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF051,EF051,Santa Maria de Enmedio,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF052,EF052,San Juan de los Lagos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF053,EF053,Placa KM. A-529,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF054,EF054,Encarnación,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF055,EF055,El Tigre,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF056,EF056,Peruelas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF057,EF057,Arellano,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF058,EF058,Aguascalientes,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF059,EF059,Placa KM. A-592,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF060,EF060,Chicalote,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF061,EF061,Garabato,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF062,EF062,Pabellón,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF063,EF063,Rincón de Romos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF064,EF064,Punta,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF065,EF065,Adames,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF066,EF066,Berriozábal,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF067,EF067,Tlacotes,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF068,EF068,Palmira,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF069,EF069,Trancoso,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF070,EF070,San Gerónimo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF071,EF071,Rafael S. Martinez,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF072,EF072,Zacatecas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF073,EF073,El Brillo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF074,EF074,Pimienta,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF075,EF075,Morelos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF076,EF076,Victor Rosales,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF077,EF077,Ojuelos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF078,EF078,Fresnillo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF079,EF079,Mendoza,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF080,EF080,Gutiérrez,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF081,EF081,Mezquite,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF082,EF082,El Saucillo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF083,EF083,Felipe Pescador,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF084,EF084,Cedro,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF085,EF085,Edmundo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF086,EF086,La Colorada,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF087,EF087,Urbieta,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF088,EF088,Pacheco,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF089,EF089,Alamillo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF090,EF090,La Sección,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF091,EF091,Dpal,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF092,EF092,Carlos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF093,EF093,Camacho,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF094,EF094,Fuertes,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF095,EF095,San Isidro,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF096,EF096,Symon,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF097,EF097,Ryvas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF098,EF098,Acacio,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF099,EF099,La Mancha,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF100,EF100,Darías,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF101,EF101,Calvo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF102,EF102,El Centinela,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF103,EF103,Peralta,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF104,EF104,Otto,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF105,EF105,La Flor,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF106,EF106,Jimulco,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF107,EF107,Los Trizar,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF108,EF108,Jalisco,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF109,EF109,Amador,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF110,EF110,Picardías,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF111,EF111,Nazareno,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF112,EF112,Mieleras,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF113,EF113,La Perla,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF114,EF114,Torreón,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF115,EF115,Torreón,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF116,EF116,AI. IANZA,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF117,EF117,Gomez Palacio,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF118,EF118,El Vergel,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF119,EF119,NOE,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF120,EF120,Cadena,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF121,EF121,Maravasco,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF122,EF122,Bermejillo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF123,EF123,Sierrita,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF124,EF124,Peronal,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF125,EF125,Banderas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF126,EF126,Conejos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF127,EF127,El Bolsón,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF128,EF128,Yermo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF129,EF129,Ceballos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF130,EF130,Zavalza,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF131,EF131,Escalón,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF132,EF132,Asunsolo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF133,EF133,Rellano,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF134,EF134,Mugoz,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF135,EF135,Corralitos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF136,EF136,Lolita,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF137,EF137,Jimenez,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF138,EF138,La Reforma,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF139,EF139,Díaz,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF140,EF140,La Enramada,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF141,EF141,Florido,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF142,EF142,Santa Rosalía Camargo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF143,EF143,La Sección,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF144,EF144,La Cruz,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF145,EF145,Aurelio,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF146,EF146,Concho,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF147,EF147,Saucillo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF148,EF148,Armendáriz,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF149,EF149,Rosetilla,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF150,EF150,Las Delicias,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF151,EF151,Meoqui,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF152,EF152,Consuelo,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF153,EF153,Hondonada,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF154,EF154,Bachimba,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF155,EF155,Abraham González,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF156,EF156,Francisco Villa,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF157,EF157,Horcasitas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF158,EF158,Los Martinez,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF159,EF159,Mapula,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF160,EF160,Alberto,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF161,EF161,Morse,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF162,EF162,Tabalaopa,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF163,EF163,Chihuahua,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF164,EF164,Cuilty,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF165,EF165,Corral,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF166,EF166,Molinar,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF167,EF167,Terrazas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF168,EF168,Sauz,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF169,EF169,Pirale,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF170,EF170,Encinillas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF171,EF171,Parrita,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF172,EF172,Ojo Laguna,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF173,EF173,Arados,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF174,EF174,Mocho,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF175,EF175,Loaeza,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF176,EF176,Gallego,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF177,EF177,El Sueco,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF178,EF178,Chavatito,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF179,EF179,Moctezuma,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF180,EF180,Las Minas,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF181,EF181,Vado,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF182,EF182,Carrizal,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF183,EF183,Ahumada,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF184,EF184,Juan Jose,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF185,EF185,Lucero,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF186,EF186,Ranchería,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF187,EF187,Candelaria,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF188,EF188,Los Médanos,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF189,EF189,Samalayuca,México,,A,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF190,EF190,Desierto,México,,A,cartaporte_clavetransporte_04
