id,clave,name,nacionalidad,designador_iata,linea_ferrea,clavetransporte_id/id
cfd_mx_traslado.cartaporte_estaciones_EF1011,EF1011,Empalme El Rey,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1012,EF1012,Ocotitlan,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1013,EF1013,Tezontepec,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1014,EF1014,Relinas,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1015,EF1015,San Agustín,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1016,EF1016,Tepa,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1017,EF1017,San Antonio Oztoyuca,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1018,EF1018,Pueblilla,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1019,EF1019,Tecajete,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1020,EF1020,Animas,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1021,EF1021,San Vicente,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1022,EF1022,Somorriel,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1023,EF1023,San Joaquín,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1024,EF1024,Las Lajas,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1025,EF1025,Los Romeros,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1026,EF1026,Otlimulco,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1027,EF1027,Fabrica,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1028,EF1028,Santiago,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1029,EF1029,Tulancingo,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1030,EF1030,Huapalcalco,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1031,EF1031,Sototlan,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1032,EF1032,Laguna del Cerrito,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1033,EF1033,Anita,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1034,EF1034,Pánfilo,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1035,EF1035,Canales,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1036,EF1036,Tonalixco,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1037,EF1037,Pejay,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1038,EF1038,Amapolas,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1039,EF1039,Honey,México,,H,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1040,EF1040,19 de Marzo,México,,HA,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1041,EF1041,Téllez,México,,HA,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1042,EF1042,Venta de Cruz,México,,HB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1043,EF1043,Santa Inés,México,,HB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1044,EF1044,Tlanalapa,México,,HB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1045,EF1045,Ciudad Sahagún,México,,HB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1046,EF1046,Irolo,México,,HB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1047,EF1047,La Trinidad,México,,HC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1048,EF1048,Xochihuacan,México,,HC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1049,EF1049,La Soledad,México,,HC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1050,EF1050,Las Colonias,México,,HC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1051,EF1051,Cadena,México,,HC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1052,EF1052,Pachuca,México,,HC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1053,EF1053,Ventoquipa,México,,HD,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1054,EF1054,Cuautepec,México,,HD,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1055,EF1055,Hueyapan,México,,HD,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1056,EF1056,Xocopa,México,,HD,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1057,EF1057,Cima de Togo,México,,HD,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1058,EF1058,Ahuazotepec,México,,HD,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1059,EF1059,Beristaín,México,,HD,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1060,EF1060,Sototlan,México,,HE,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1061,EF1061,Santa Rosa,México,,HE,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1062,EF1062,Acocul,México,,HE,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1063,EF1063,Tortugas,México,,HE,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1064,EF1064,Apulco,México,,HE,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1065,EF1065,Covarrubias,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1066,EF1066,Rivera,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1067,EF1067,Joaquín,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1068,EF1068,Abasolo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1069,EF1069,Corralejo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1070,EF1070,Pénjamo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1071,EF1071,Oliva,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1072,EF1072,La Maraña,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1073,EF1073,Cortes,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1074,EF1074,La Piedad,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1075,EF1075,La Mula,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1076,EF1076,Patti,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1077,EF1077,Mirandillas,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1078,EF1078,Monte león,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1079,EF1079,Yurecuaro,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1080,EF1080,Villanueva,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1081,EF1081,Los Pilares,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1082,EF1082,El Alvareso,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1083,EF1083,Negrete,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1084,EF1084,Salamea,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1085,EF1085,La Barca,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1086,EF1086,Feliciano,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1087,EF1087,Limón,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1088,EF1088,Santa Inesia,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1089,EF1089,El Pedregal,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1090,EF1090,Ocotlán,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1091,EF1091,Camcel,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1092,EF1092,El Grande,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1093,EF1093,Pocitlan,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1094,EF1094,Constancia,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1095,EF1095,San Jacinto,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1096,EF1096,Corona,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1097,EF1097,Atequiza,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1098,EF1098,La Capilla,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1099,EF1099,El Castillo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1100,EF1100,Ladrillera,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1101,EF1101,La Junta,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1102,EF1102,Guadalajara,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1103,EF1103,Guadalajara,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1104,EF1104,Mojonera,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1105,EF1105,Incalpa,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1106,EF1106,Orozco,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1107,EF1107,Lomas de Tejeda,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1108,EF1108,Tlajomulco,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1109,EF1109,Flores,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1110,EF1110,Tepetates,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1111,EF1111,Cruz Vieja,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1112,EF1112,Mazatepec,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1113,EF1113,Los Baños,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1114,EF1114,Valencia,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1115,EF1115,Balastre,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1116,EF1116,Mascota,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1117,EF1117,Santa Ana,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1118,EF1118,Catarina,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1119,EF1119,Zacoalco,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1120,EF1120,Verdia,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1121,EF1121,San Miguel del Zapote,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1122,EF1122,Techaluta,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1123,EF1123,Atoyac,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1124,EF1124,Carmelita,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1125,EF1125,Sayula,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1126,EF1126,Nicolás Bravo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1127,EF1127,Manzano,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1128,EF1128,Providencia,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1129,EF1129,Ciudad Guzman,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1130,EF1130,Ciudad Guzman,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1131,EF1131,Huescalapa,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1132,EF1132,Zapotiltic,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1133,EF1133,Tuxpan,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1134,EF1134,Quito,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1135,EF1135,Atenquique,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1136,EF1136,Platanar,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1137,EF1137,Platanarillo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1138,EF1138,Higuera,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1139,EF1139,Villegas,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1140,EF1140,Tonilita,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1141,EF1141,Fernández,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1142,EF1142,Alzada,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1143,EF1143,Salvador,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1144,EF1144,Estancia,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1145,EF1145,Colima,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1146,EF1146,Balcón,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1147,EF1147,Conquinatlan Pueblo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1148,EF1148,Conquinatlan,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1149,EF1149,Jala,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1150,EF1150,Madrid,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1151,EF1151,El Rosario,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1152,EF1152,Caleras,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1153,EF1153,Tecomán,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1154,EF1154,La Bascula,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1155,EF1155,Periquillo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1156,EF1156,Armería,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1157,EF1157,Cuyutlan,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1158,EF1158,Tepalcates,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1159,EF1159,Campos,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1160,EF1160,Manzanillo,México,,I,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1161,EF1161,Dionisia,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1162,EF1162,Verduzco,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1163,EF1163,Cieneguitas,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1164,EF1164,Las Fuentes,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1165,EF1165,Falconi,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1166,EF1166,Torcazas,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1167,EF1167,Lopez,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1168,EF1168,Zamora,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1169,EF1169,Ario,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1170,EF1170,Dávalos,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1171,EF1171,Chavinda,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1172,EF1172,Moreno,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1173,EF1173,El Guayabo,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1174,EF1174,Guaracha,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1175,EF1175,La Soledad,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1176,EF1176,Cotija,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1177,EF1177,Angel,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1178,EF1178,Barrio Alto,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1179,EF1179,Yarecuato,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1180,EF1180,Guascaro,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1181,EF1181,Mercado,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1182,EF1182,Chucandiran,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1183,EF1183,Tinguindin,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1184,EF1184,Plaka KM. IB-125,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1185,EF1185,Santa Clara,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1186,EF1186,Salitre,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1187,EF1187,Los Reyes,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1188,EF1188,Zula,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1189,EF1189,La Labor Vieja,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1190,EF1190,Margaro,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1191,EF1191,Rancho Viejo,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1192,EF1192,Alcalde,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1193,EF1193,El Zorrillo,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1194,EF1194,Gaspar,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1195,EF1195,La Esperanza,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1196,EF1196,Navarro,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1197,EF1197,Atotonilco,México,,IC,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1198,EF1198,Barajas,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1199,EF1199,Atarjea,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1200,EF1200,La Calle,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1201,EF1201,Tres Mezquites,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1202,EF1202,Los Ángeles,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1203,EF1203,Villachuato,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1204,EF1204,Tunillas,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1205,EF1205,El Sabino,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1206,EF1206,Curimeo,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1207,EF1207,Magdacuaro,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1208,EF1208,Panindicuaro,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1209,EF1209,San Elias,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1210,EF1210,Zipimeo,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1211,EF1211,Villa Jimenez,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1212,EF1212,Tariacuri,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1213,EF1213,Jauja,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1214,EF1214,Viscosa,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1215,EF1215,Zacapu,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1216,EF1216,Ortega,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1217,EF1217,El Cortijo,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1218,EF1218,Comanja,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1219,EF1219,Escobillas,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1220,EF1220,Zirondaro,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1221,EF1221,Oponquio,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1222,EF1222,Puacuaro,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1223,EF1223,Erongaricuaro,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1224,EF1224,Lomitas,México,,IB,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1225,EF1225,San Julián,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1226,EF1226,Aguanaval,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1227,EF1227,Espuela Arenera,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1228,EF1228,El Fresno,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1229,EF1229,Gilita,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1230,EF1230,La Fe,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1231,EF1231,Claudio,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1232,EF1232,Ojo de Agua,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1233,EF1233,Hornos,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1234,EF1234,Viesca,México,,J,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1235,EF1235,Ixtaltepec,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1236,EF1236,La Planta,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1237,EF1237,Juchitán,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1238,EF1238,General Charis,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1239,EF1239,Salineras,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1240,EF1240,Unión Hidalgo,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1241,EF1241,Yolanda,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1242,EF1242,San Dionicio,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1243,EF1243,La Riqueza,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1244,EF1244,Sidar,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1245,EF1245,Las Palmas,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1246,EF1246,Reforma,México,,K,cartaporte_clavetransporte_04
cfd_mx_traslado.cartaporte_estaciones_EF1247,EF1247,Cabestrada,México,,K,cartaporte_clavetransporte_04
