id,clave,name
cfd_mx_traslado.cartaporte_materialpeligroso_M0382,M0382,ARGÓN COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0383,M0383,TRIFLUORURO DE BORO
cfd_mx_traslado.cartaporte_materialpeligroso_M0384,M0384,BROMOTRIFLUORO-METANO (GAS REFRIGERANTE R13B1)
cfd_mx_traslado.cartaporte_materialpeligroso_M0385,M0385,"BUTADIENOS ESTABILIZADOS
oMEZCLA ESTABILIZADA DE BUTADIENOS E HIDROCARBUROS, que contienen más del 40 % de butadienos"
cfd_mx_traslado.cartaporte_materialpeligroso_M0386,M0386,BUTANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0387,M0387,BUTILENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0388,M0388,DIÓXIDO DE CARBONO
cfd_mx_traslado.cartaporte_materialpeligroso_M0389,M0389,MONÓXIDO DE CARBONO COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0390,M0390,CLORO
cfd_mx_traslado.cartaporte_materialpeligroso_M0391,M0391,CLORODIFLUOROMETANO (GAS REFRIGERANTE R 22)
cfd_mx_traslado.cartaporte_materialpeligroso_M0392,M0392,CLOROPENTAFLUORO-ETANO (GAS REFRIGERANTE R 115)
cfd_mx_traslado.cartaporte_materialpeligroso_M0393,M0393,"1-CLORO-1,2,2,2-
TETRAFLUOROETANO
(GAS REFRIGERANTE R 124)"
cfd_mx_traslado.cartaporte_materialpeligroso_M0394,M0394,CLOROTRIFLUOROMETANO (GAS REFRIGERANTE R 13)
cfd_mx_traslado.cartaporte_materialpeligroso_M0395,M0395,GAS DE HULLA COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0396,M0396,CIANÓGENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0397,M0397,CICLOPROPANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0398,M0398,DICLORODIFLUORO-METANO (GAS REFRIGERANTE R 12)
cfd_mx_traslado.cartaporte_materialpeligroso_M0399,M0399,DICLOROFLUOROMETANO (GAS REFRIGERANTE R 21)
cfd_mx_traslado.cartaporte_materialpeligroso_M0400,M0400,"1,1-DIFLUOROETANO
(GAS REFRIGERANTE R 152a)"
cfd_mx_traslado.cartaporte_materialpeligroso_M0401,M0401,DIMETILAMINA ANHIDRA
cfd_mx_traslado.cartaporte_materialpeligroso_M0402,M0402,DIMETIL ÉTER (ÉTER DIMETÍLICO)
cfd_mx_traslado.cartaporte_materialpeligroso_M0403,M0403,ETANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0404,M0404,ETILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0405,M0405,CLORURO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0406,M0406,ETILENO LÍQUIDO REFRIGERADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0407,M0407,ÉTER METILETÍLICO
cfd_mx_traslado.cartaporte_materialpeligroso_M0408,M0408,ÓXIDO DE ETILENO u ÓXIDO DE ETILENO CON NITRÓGENO hasta una presión total de 1 MPa (10 bar) a 50 °C
cfd_mx_traslado.cartaporte_materialpeligroso_M0409,M0409,"ÓXIDO DE ETILENO Y DIÓXIDO DE CARBONO, MEZCLA DE, con más del 9 % pero no más del 87 % de óxido de etileno"
cfd_mx_traslado.cartaporte_materialpeligroso_M0410,M0410,ABONO EN SOLUCIÓN AMONIACAL que contiene amoniaco libre
cfd_mx_traslado.cartaporte_materialpeligroso_M0411,M0411,EXTINTORES DE INCENDIOS que contienen gases comprimidos o licuados
cfd_mx_traslado.cartaporte_materialpeligroso_M0412,M0412,FLÚOR COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0413,M0413,HELIO COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0414,M0414,BROMURO DE HIDRÓGENO ANHIDRO
cfd_mx_traslado.cartaporte_materialpeligroso_M0415,M0415,HIDRÓGENO COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0416,M0416,CLORURO DE HIDRÓGENO ANHIDRO
cfd_mx_traslado.cartaporte_materialpeligroso_M0417,M0417,CIANURO DE HIDRÓGENO ESTABILIZADO con menos del 3 % de agua
cfd_mx_traslado.cartaporte_materialpeligroso_M0418,M0418,FLUORURO DE HIDRÓGENO ANHIDRO
cfd_mx_traslado.cartaporte_materialpeligroso_M0419,M0419,SULFURO DE HIDRÓGENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0420,M0420,ISOBUTILENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0421,M0421,CRIPTÓN COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0422,M0422,ENCENDEDORES o RECARGAS DE ENCENDEDORES que contienen gas inflamable
cfd_mx_traslado.cartaporte_materialpeligroso_M0423,M0423,"MEZCLAS DE GASES LICUADOS no inflamables con nitrógeno, dióxido de carbono o aire"
cfd_mx_traslado.cartaporte_materialpeligroso_M0424,M0424,"METILACETILENO Y PROPADIENO, MEZCLA ESTABILIZADA DE"
cfd_mx_traslado.cartaporte_materialpeligroso_M0425,M0425,METILAMINA ANHIDRA
cfd_mx_traslado.cartaporte_materialpeligroso_M0426,M0426,BROMURO DE METILO con un máximo del 2 % de cloropicrina
cfd_mx_traslado.cartaporte_materialpeligroso_M0427,M0427,CLORURO DE METILO (GAS REFRIGERANTE R 40)
cfd_mx_traslado.cartaporte_materialpeligroso_M0428,M0428,METILMERCAPTANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0429,M0429,NEÓN COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0430,M0430,NITRÓGENO COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0431,M0431,TETRÓXIDO DE DINITRÓGENO (DIÓXIDO DE NITRÓGENO)
cfd_mx_traslado.cartaporte_materialpeligroso_M0432,M0432,CLORURO DE NITROSILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0433,M0433,ÓXIDO NITROSO
cfd_mx_traslado.cartaporte_materialpeligroso_M0434,M0434,GAS DE PETRÓLEO COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0435,M0435,OXÍGENO COMPRIMIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0436,M0436,OXÍGENO LÍQUIDO REFRIGERADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0437,M0437,"GASES DE PETRÓLEO, LICUADOS"
cfd_mx_traslado.cartaporte_materialpeligroso_M0438,M0438,FOSGENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0439,M0439,PROPILENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0440,M0440,"GAS REFRIGERANTE, N.E.P."
cfd_mx_traslado.cartaporte_materialpeligroso_M0441,M0441,DIÓXIDO DE AZUFRE
cfd_mx_traslado.cartaporte_materialpeligroso_M0442,M0442,HEXAFLUORURO DE AZUFRE
cfd_mx_traslado.cartaporte_materialpeligroso_M0443,M0443,TETRAFLUOROETILENO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0444,M0444,TRIFLUOROCLOROETILENO ESTABILIZADO (GAS REFRIGERANTE R 1113)
cfd_mx_traslado.cartaporte_materialpeligroso_M0445,M0445,TRIMETILAMINA ANHIDRA
cfd_mx_traslado.cartaporte_materialpeligroso_M0446,M0446,BROMURO DE VINILO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0447,M0447,CLORURO DE VINILO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0448,M0448,VINIL METIL ÉTER ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0449,M0449,ACETAL
cfd_mx_traslado.cartaporte_materialpeligroso_M0450,M0450,ACETALDEHÍDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0451,M0451,ACETONA
cfd_mx_traslado.cartaporte_materialpeligroso_M0452,M0452,ACEITES DE ACETONA
cfd_mx_traslado.cartaporte_materialpeligroso_M0453,M0453,ACROLEÍNA ESTABILIZADA
cfd_mx_traslado.cartaporte_materialpeligroso_M0454,M0454,ACRILONITRILO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0455,M0455,ALCOHOL ALÍLICO
cfd_mx_traslado.cartaporte_materialpeligroso_M0456,M0456,BROMURO DE ALILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0457,M0457,CLORURO DE ALILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0458,M0458,ACETATOS DE AMILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0459,M0459,PENTANOLES
cfd_mx_traslado.cartaporte_materialpeligroso_M0460,M0460,AMILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0461,M0461,CLORURO DE AMILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0462,M0462,1-PENTENO (n-AMILENO)
cfd_mx_traslado.cartaporte_materialpeligroso_M0463,M0463,FORMIATOS DE AMILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0464,M0464,n-AMILMETILCETONA
cfd_mx_traslado.cartaporte_materialpeligroso_M0465,M0465,AMILMERCAPTANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0466,M0466,NITRATO DE AMILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0467,M0467,NITRITO DE AMILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0468,M0468,BENCENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0469,M0469,BUTANOLES
cfd_mx_traslado.cartaporte_materialpeligroso_M0470,M0470,ACETATOS DE BUTILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0471,M0471,n-BUTILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0472,M0472,1-BROMOBUTANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0473,M0473,CLOROBUTANOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0474,M0474,FORMIATO DE n-BUTILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0475,M0475,BUTIRALDEHÍDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0476,M0476,ACEITE DE ALCANFOR
cfd_mx_traslado.cartaporte_materialpeligroso_M0477,M0477,DISULFURO DE CARBONO
cfd_mx_traslado.cartaporte_materialpeligroso_M0478,M0478,ADHESIVOS que contienen líquidos inflamables
cfd_mx_traslado.cartaporte_materialpeligroso_M0479,M0479,CLOROBENCENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0480,M0480,ETILENCLORHIDRINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0481,M0481,"DESTILADOS DE ALQUITRÁN DE HULLA, INFLAMABLES"
cfd_mx_traslado.cartaporte_materialpeligroso_M0482,M0482,"SOLUCIONES PARA
REVESTIMIENTOS (comprende los tratamientos de superficie o los revestimientos utilizados con fines industriales o de otra índole como revestimiento de bajos de vehículos, de bidones o de toneles)"
cfd_mx_traslado.cartaporte_materialpeligroso_M0483,M0483,CROTONALDEHÍDO o CROTONALDEHÍDO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0484,M0484,CROTONILENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0485,M0485,CICLOHEXANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0486,M0486,CICLOPENTANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0487,M0487,DECAHIDRONAFTALENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0488,M0488,DIACETONALCOHOL
cfd_mx_traslado.cartaporte_materialpeligroso_M0489,M0489,DIBUTIL ÉTERES
cfd_mx_traslado.cartaporte_materialpeligroso_M0490,M0490,"1,2-DICLOROETILENO"
cfd_mx_traslado.cartaporte_materialpeligroso_M0491,M0491,DICLOROPENTANOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0492,M0492,ÉTER DIETÍLICO DEL ETILENGLICOL
cfd_mx_traslado.cartaporte_materialpeligroso_M0493,M0493,DIETILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0494,M0494,ÉTER DIETÍLICO (ÉTER ETÍLICO)
cfd_mx_traslado.cartaporte_materialpeligroso_M0495,M0495,DIETILCETONA
cfd_mx_traslado.cartaporte_materialpeligroso_M0496,M0496,DIISOBUTILCETONA
cfd_mx_traslado.cartaporte_materialpeligroso_M0497,M0497,DIISOPROPILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0498,M0498,ÉTER DIISOPROPÍLICO
cfd_mx_traslado.cartaporte_materialpeligroso_M0499,M0499,DIMETILAMINA EN SOLUCIÓN ACUOSA
cfd_mx_traslado.cartaporte_materialpeligroso_M0500,M0500,CARBONATO DE DIMETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0501,M0501,DIMETILDICLOROSILANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0502,M0502,DIMETILHIDRAZINA ASIMÉTRICA
cfd_mx_traslado.cartaporte_materialpeligroso_M0503,M0503,SULFURO DE METILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0504,M0504,DIOXANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0505,M0505,DIOXOLANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0506,M0506,DIVINIL ÉTER ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0507,M0507,EXTRACTOS AROMÁTICOS LÍQUIDOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0508,M0508,ETANOL (ALCOHOL ETÍLICO) o ETANOL EN SOLUCIÓN (ALCOHOL ETÍLICO EN SOLUCIÓN)
cfd_mx_traslado.cartaporte_materialpeligroso_M0509,M0509,ÉTER MONOETÍLICO DEL ETILENGLICOL
cfd_mx_traslado.cartaporte_materialpeligroso_M0510,M0510,ACETATO DEL ÉTER MONOETÍLICO DEL ETILENGLICOL
cfd_mx_traslado.cartaporte_materialpeligroso_M0511,M0511,ACETATO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0512,M0512,ETILBENCENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0513,M0513,BORATO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0514,M0514,ACETATO DE 2-ETILBUTILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0515,M0515,2-ETILBUTIRALDEHÍDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0516,M0516,ETIL BUTIL ÉTER
cfd_mx_traslado.cartaporte_materialpeligroso_M0517,M0517,BUTIRATO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0518,M0518,CLOROACETATO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0519,M0519,CLOROFORMIATO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0520,M0520,ETILDICLOROSILANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0521,M0521,DICLORURO DE ETILENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0522,M0522,ETILENIMINA (AZIRIDINA) ESTABILIZADA
cfd_mx_traslado.cartaporte_materialpeligroso_M0523,M0523,ÉTER MONOMETÍLICO DEL ETILENGLICOL
cfd_mx_traslado.cartaporte_materialpeligroso_M0524,M0524,ACETATO DEL ÉTER MONOMETÍLICO DEL ETILENGLICOL
cfd_mx_traslado.cartaporte_materialpeligroso_M0525,M0525,FORMIATO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0526,M0526,ALDEHÍDOS OCTÍLICOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0527,M0527,LACTATO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0528,M0528,ETIL METIL CETONA (METIL ETIL CETONA)
cfd_mx_traslado.cartaporte_materialpeligroso_M0529,M0529,NITRITO DE ETILO EN SOLUCIÓN
cfd_mx_traslado.cartaporte_materialpeligroso_M0530,M0530,PROPIONATO DE ETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0531,M0531,ETILTRICLOROSILANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0532,M0532,EXTRACTOS LÍQUIDOS PARA AROMATIZAR
cfd_mx_traslado.cartaporte_materialpeligroso_M0533,M0533,FORMALDEHÍDO EN SOLUCIÓN INFLAMABLE
cfd_mx_traslado.cartaporte_materialpeligroso_M0534,M0534,FURALDEHÍDOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0535,M0535,ACEITE DE FUSEL
cfd_mx_traslado.cartaporte_materialpeligroso_M0536,M0536,GASÓLEO o COMBUSTIBLE PARA MOTORES DIESEL o ACEITE MINERAL LIGERO PARA CALEFACCIÓN
cfd_mx_traslado.cartaporte_materialpeligroso_M0537,M0537,"COMBUSTIBLE PARA MOTORES
oGASOLINA"
cfd_mx_traslado.cartaporte_materialpeligroso_M0538,M0538,"NITROGLICERINA EN
SOLUCIÓN ALCOHÓLICA con un máximo del 1 % de nitroglicerina"
cfd_mx_traslado.cartaporte_materialpeligroso_M0539,M0539,HEPTANOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0540,M0540,HEXALDEHÍDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0541,M0541,HEXANOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0542,M0542,"TINTA DE IMPRENTA, inflamable
oMATERIALES
RELACIONADOS CON LA TINTA DE IMPRENTA (incluido diluyente de tinta de imprenta o producto reductor), inflamables"
cfd_mx_traslado.cartaporte_materialpeligroso_M0543,M0543,ISOBUTANOL (ALCOHOL ISOBUTÍLICO)
cfd_mx_traslado.cartaporte_materialpeligroso_M0544,M0544,ACETATO DE ISOBUTILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0545,M0545,ISOBUTILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0546,M0546,ISOOCTENOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0547,M0547,ISOPRENO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0548,M0548,ISOPROPANOL (ALCOHOL ISOPROPÍLICO)
cfd_mx_traslado.cartaporte_materialpeligroso_M0549,M0549,ACETATO DE ISOPROPILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0550,M0550,ISOPROPILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0551,M0551,NITRATO DE ISOPROPILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0552,M0552,QUEROSENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0553,M0553,"CETONAS LÍQUIDAS, N.E.P."
cfd_mx_traslado.cartaporte_materialpeligroso_M0554,M0554,"MERCAPTANOS LÍQUIDOS, INFLAMABLES, TÓXICOS, N.E.P. o MERCAPTANOS EN MEZCLA LÍQUIDA, INFLAMABLE, TÓXICA, N.E.P."
cfd_mx_traslado.cartaporte_materialpeligroso_M0555,M0555,ÓXIDO DE MESITILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0556,M0556,METANOL
cfd_mx_traslado.cartaporte_materialpeligroso_M0557,M0557,ACETATO DE METILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0558,M0558,ACETATO DE METILAMILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0559,M0559,METILAL (DIMETOXIMETANO)
cfd_mx_traslado.cartaporte_materialpeligroso_M0560,M0560,METILAMINA EN SOLUCIÓN ACUOSA
cfd_mx_traslado.cartaporte_materialpeligroso_M0561,M0561,BUTIRATO DE METILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0562,M0562,CLOROFORMIATO DE METILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0563,M0563,METIL CLOROMETIL ÉTER
cfd_mx_traslado.cartaporte_materialpeligroso_M0564,M0564,METILDICLOROSILANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0565,M0565,FORMIATO DE METILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0566,M0566,METILHIDRAZINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0567,M0567,METILISOBUTILCETONA
cfd_mx_traslado.cartaporte_materialpeligroso_M0568,M0568,METILISOPROPENIL-CETONA ESTABILIZADA
cfd_mx_traslado.cartaporte_materialpeligroso_M0569,M0569,METACRILATO DE METILO MONÓMERO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0570,M0570,PROPIONATO DE METILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0571,M0571,METILPROPILCETONA
cfd_mx_traslado.cartaporte_materialpeligroso_M0572,M0572,METILTRICLOROSILANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0573,M0573,"METILVINILCETONA, ESTABILIZADA"
cfd_mx_traslado.cartaporte_materialpeligroso_M0574,M0574,NÍQUEL CARBONILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0575,M0575,NITROMETANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0576,M0576,OCTANOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0577,M0577,"PINTURA (incluye pintura, laca, esmalte, colorante, goma laca, barniz, encáustico, apresto líquido y base líquida para lacas) o PRODUCTOS PARA PINTURA (incluye solventes y diluyentes para pinturas)"
cfd_mx_traslado.cartaporte_materialpeligroso_M0578,M0578,PARALDEHÍDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0579,M0579,PENTANOS líquidos
cfd_mx_traslado.cartaporte_materialpeligroso_M0580,M0580,PRODUCTOS DE PERFUMERÍA que contengan disolventes inflamables
cfd_mx_traslado.cartaporte_materialpeligroso_M0581,M0581,PETRÓLEO BRUTO
cfd_mx_traslado.cartaporte_materialpeligroso_M0582,M0582,"DESTILADOS DE PETRÓLEO, N.E.P. o PRODUCTOS DE PETRÓLEO, N.E.P."
cfd_mx_traslado.cartaporte_materialpeligroso_M0583,M0583,ACEITE DE PINO
cfd_mx_traslado.cartaporte_materialpeligroso_M0584,M0584,n-PROPANOL (ALCOHOL PROPÍLICO NORMAL)
cfd_mx_traslado.cartaporte_materialpeligroso_M0585,M0585,PROPIONALDEHÍDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0586,M0586,ACETATO DE n-PROPILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0587,M0587,PROPILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0588,M0588,1-CLOROPROPANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0589,M0589,"1,2-DICLOROPROPANO"
cfd_mx_traslado.cartaporte_materialpeligroso_M0590,M0590,ÓXIDO DE PROPILENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0591,M0591,FORMIATOS DE PROPILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0592,M0592,PIRIDINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0593,M0593,ACEITE DE COLOFONIA
cfd_mx_traslado.cartaporte_materialpeligroso_M0594,M0594,DISOLUCIÓN DE CAUCHO
cfd_mx_traslado.cartaporte_materialpeligroso_M0595,M0595,ACEITE DE ESQUISTO
cfd_mx_traslado.cartaporte_materialpeligroso_M0596,M0596,METILATO DE SODIO EN SOLUCIÓN alcohólica
cfd_mx_traslado.cartaporte_materialpeligroso_M0597,M0597,SILICATO DE TETRAETILO
cfd_mx_traslado.cartaporte_materialpeligroso_M0598,M0598,TINTURAS MEDICINALES
cfd_mx_traslado.cartaporte_materialpeligroso_M0599,M0599,TOLUENO
cfd_mx_traslado.cartaporte_materialpeligroso_M0600,M0600,TRICLOROSILANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0601,M0601,TRIETILAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0602,M0602,"TRIMETILAMINA EN SOLUCIÓN ACUOSA, con un máximo del 50 %, en masa, de trimetilamina"
cfd_mx_traslado.cartaporte_materialpeligroso_M0603,M0603,TRIMETILCLOROSILANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0604,M0604,TREMENTINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0605,M0605,SUCEDÁNEO DE TREMENTINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0606,M0606,ACETATO DE VINILO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0607,M0607,VINIL ETIL ÉTER ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0608,M0608,CLORURO DE VINILIDENO ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0609,M0609,VINIL ISOBUTIL ÉTER ESTABILIZADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0610,M0610,VINILTRICLOROSILANO
cfd_mx_traslado.cartaporte_materialpeligroso_M0611,M0611,PRODUCTOS LÍQUIDOS PARA LA CONSERVACIÓN DE LA MADERA
cfd_mx_traslado.cartaporte_materialpeligroso_M0612,M0612,XILENOS
cfd_mx_traslado.cartaporte_materialpeligroso_M0613,M0613,CIRCONIO EN SUSPENSIÓN EN UN LÍQUIDO INFLAMABLE
cfd_mx_traslado.cartaporte_materialpeligroso_M0614,M0614,"ALUMINIO EN POLVO, RECUBIERTO"
cfd_mx_traslado.cartaporte_materialpeligroso_M0615,M0615,"PICRATO DE AMONIO
HUMEDECIDO con un mínimo del 10 %, en masa, de agua"
cfd_mx_traslado.cartaporte_materialpeligroso_M0616,M0616,BORNEOL
cfd_mx_traslado.cartaporte_materialpeligroso_M0617,M0617,RESINATO DE CALCIO
cfd_mx_traslado.cartaporte_materialpeligroso_M0618,M0618,RESINATO DE CALCIO FUNDIDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0619,M0619,"RESINATO DE COBALTO, PRECIPITADO"
cfd_mx_traslado.cartaporte_materialpeligroso_M0620,M0620,"DINITROFENOL HUMEDECIDO con un mínimo del 15 %, en masa, de agua"
cfd_mx_traslado.cartaporte_materialpeligroso_M0621,M0621,"DINITROFENOLATOS HUMEDECIDOS con un mínimo del 15 %, en masa, de agua"
cfd_mx_traslado.cartaporte_materialpeligroso_M0622,M0622,"DINITRORRESORCINOL (DINITRORRESORCINA) HUMEDECIDO con un mínimo del 15 %, en masa, de agua"
cfd_mx_traslado.cartaporte_materialpeligroso_M0623,M0623,FERROCERIO
cfd_mx_traslado.cartaporte_materialpeligroso_M0624,M0624,"PELÍCULAS DE SOPORTE NITROCELULÓSICO revestido de gelatina, con exclusión de los desechos"
cfd_mx_traslado.cartaporte_materialpeligroso_M0625,M0625,"SÓLIDO INFLAMABLE ORGÁNICO, N.E.P."
cfd_mx_traslado.cartaporte_materialpeligroso_M0626,M0626,"HAFNIO EN POLVO,
HUMEDECIDO con un mínimo del 25 % de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones"
cfd_mx_traslado.cartaporte_materialpeligroso_M0627,M0627,"HENO, PAJA o ""BUSHA"" (TAMO)"
cfd_mx_traslado.cartaporte_materialpeligroso_M0628,M0628,HEXAMETILENTETRAMINA
cfd_mx_traslado.cartaporte_materialpeligroso_M0629,M0629,RESINATO DE MANGANESO
cfd_mx_traslado.cartaporte_materialpeligroso_M0630,M0630,FÓSFOROS DISTINTOS DE LOS DE SEGURIDAD
cfd_mx_traslado.cartaporte_materialpeligroso_M0631,M0631,METALDEHÍDO
cfd_mx_traslado.cartaporte_materialpeligroso_M0632,M0632,"CERIO, en placas, lingotes o barras"
cfd_mx_traslado.cartaporte_materialpeligroso_M0633,M0633,NAFTALENO BRUTO o NAFTALENO REFINADO
cfd_mx_traslado.cartaporte_materialpeligroso_M0634,M0634,"NITROGUANIDINA (PICRITA) HUMEDECIDA con un mínimo del 20 %, en masa, de agua"
cfd_mx_traslado.cartaporte_materialpeligroso_M0635,M0635,"NITROALMIDÓN HUMEDECIDO con un mínimo del 20 %, en masa, de agua"
cfd_mx_traslado.cartaporte_materialpeligroso_M0636,M0636,FÓSFORO AMORFO
cfd_mx_traslado.cartaporte_materialpeligroso_M0637,M0637,"HEPTASULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo"
